Well_ID,"Prediction, MSTB","R1, MSTB","R2, MSTB","R3, MSTB","R4, MSTB","R5, MSTB","R6, MSTB","R7, MSTB","R8, MSTB","R9, MSTB","R10, MSTB","R11, MSTB","R12, MSTB","R13, MSTB","R14, MSTB","R15, MSTB","R16, MSTB","R17, MSTB","R18, MSTB","R19, MSTB","R20, MSTB","R21, MSTB","R22, MSTB","R23, MSTB","R24, MSTB","R25, MSTB","R26, MSTB","R27, MSTB","R28, MSTB","R29, MSTB","R30, MSTB","R31, MSTB","R32, MSTB","R33, MSTB","R34, MSTB","R35, MSTB","R36, MSTB","R37, MSTB","R38, MSTB","R39, MSTB","R40, MSTB","R41, MSTB","R42, MSTB","R43, MSTB","R44, MSTB","R45, MSTB","R46, MSTB","R47, MSTB","R48, MSTB","R49, MSTB","R50, MSTB","R51, MSTB","R52, MSTB","R53, MSTB","R54, MSTB","R55, MSTB","R56, MSTB","R57, MSTB","R58, MSTB","R59, MSTB","R60, MSTB","R61, MSTB","R62, MSTB","R63, MSTB","R64, MSTB","R65, MSTB","R66, MSTB","R67, MSTB","R68, MSTB","R69, MSTB","R70, MSTB","R71, MSTB","R72, MSTB","R73, MSTB","R74, MSTB","R75, MSTB","R76, MSTB","R77, MSTB","R78, MSTB","R79, MSTB","R80, MSTB","R81, MSTB","R82, MSTB","R83, MSTB","R84, MSTB","R85, MSTB","R86, MSTB","R87, MSTB","R88, MSTB","R89, MSTB","R90, MSTB","R91, MSTB","R92, MSTB","R93, MSTB","R94, MSTB","R95, MSTB","R96, MSTB","R97, MSTB","R98, MSTB","R99, MSTB","R100, MSTB"
Well_no_74,734.3865051269531,675.0045166015625,675.6229248046875,770.9690551757812,739.2744140625,706.3324584960938,678.2413330078125,701.809814453125,724.2724609375,712.2992553710938,745.76953125,707.7282104492188,626.4644165039062,721.4768676757812,766.4331665039062,773.1578369140625,722.855224609375,743.7402954101562,767.2634887695312,729.4417114257812,744.5294799804688,801.9205322265625,731.3255615234375,731.2215576171875,674.59765625,705.4666748046875,683.519287109375,651.7225952148438,747.0721435546875,725.8961791992188,801.6585083007812,709.0443725585938,713.3544921875,698.430908203125,633.8822631835938,730.3698120117188,782.1139526367188,769.209716796875,741.6450805664062,690.6279907226562,795.1959838867188,697.9683837890625,712.3698120117188,688.7318725585938,770.944580078125,783.3956909179688,747.9485473632812,725.9540405273438,737.4474487304688,754.9403076171875,783.3826293945312,712.8727416992188,673.22412109375,750.5606689453125,688.5477294921875,678.795166015625,776.09521484375,785.2108154296875,823.7672119140625,710.5698852539062,784.519287109375,725.6690063476562,747.4560546875,695.0728759765625,759.8587036132812,759.17431640625,785.1259765625,876.8764038085938,707.7076416015625,710.5861206054688,768.7896728515625,668.0562744140625,639.1389770507812,730.55712890625,685.4044799804688,766.0197143554688,763.1463012695312,809.8444213867188,791.8788452148438,749.6318969726562,731.0338745117188,775.459228515625,742.33447265625,813.9779052734375,747.4088745117188,810.2448120117188,710.7867431640625,689.8422241210938,740.0274658203125,793.5838012695312,653.7073974609375,773.4922485351562,710.7852783203125,769.2888793945312,709.427734375,767.8048095703125,758.3012084960938,704.447998046875,742.8654174804688,760.874267578125,719.5928955078125
Well_no_75,597.52587890625,611.6415405273438,618.5664672851562,698.8358764648438,630.0713500976562,560.8577270507812,602.9110717773438,569.8373413085938,617.6549072265625,631.911376953125,597.154541015625,563.4755249023438,543.50830078125,548.0850219726562,582.2940063476562,591.7283325195312,585.9553833007812,664.8807983398438,611.9404296875,646.0608520507812,605.39208984375,683.0459594726562,600.6134033203125,527.9781494140625,551.4149780273438,531.269775390625,580.6387329101562,553.902587890625,567.02587890625,558.569091796875,666.055419921875,646.9744262695312,578.8473510742188,612.8257446289062,538.3260498046875,549.957275390625,574.642578125,582.8697509765625,515.2659912109375,572.3364868164062,636.72314453125,582.5555419921875,544.956298828125,680.9881591796875,607.7753295898438,597.897216796875,648.9156494140625,607.2488403320312,531.7448120117188,652.8447265625,625.0140991210938,604.9413452148438,582.3532104492188,622.0215454101562,591.7073974609375,531.841552734375,592.9152221679688,625.1547241210938,642.8648681640625,599.3544921875,630.3489990234375,594.3140258789062,560.392333984375,557.97412109375,695.8654174804688,637.0584716796875,562.2882690429688,663.4466552734375,552.6854248046875,573.862548828125,741.8003540039062,586.0805053710938,551.3949584960938,548.8057250976562,540.0267944335938,636.888671875,523.835693359375,690.5206298828125,603.9995727539062,635.6022338867188,603.4139404296875,617.9187622070312,592.2553100585938,678.9725341796875,590.40283203125,652.9368896484375,544.4631958007812,617.8011474609375,622.3890991210938,703.4244384765625,543.7431030273438,638.8053588867188,596.6777954101562,619.8369140625,534.4734497070312,575.9109497070312,609.781005859375,566.7735595703125,589.2838745117188,644.6881713867188,609.849853515625
Well_no_76,1121.7652587890625,1372.2252197265625,1133.822265625,1262.9188232421875,1141.9610595703125,1295.4354248046875,986.9103393554688,1027.235107421875,1251.30078125,1279.496826171875,1016.735595703125,1076.9583740234375,1020.2734985351562,1061.4488525390625,990.0355834960938,1191.0570068359375,1108.8134765625,1195.6282958984375,1114.4913330078125,1291.7646484375,993.20947265625,1536.947021484375,1127.0745849609375,1396.614990234375,1153.2064208984375,1143.018798828125,1109.421142578125,1319.46142578125,1020.65869140625,1116.91455078125,1059.9925537109375,1151.5946044921875,1027.172607421875,1120.090087890625,1215.397705078125,1299.7869873046875,1233.1558837890625,1100.530517578125,1050.892578125,1075.2608642578125,1015.15234375,1029.708740234375,1079.7706298828125,1300.1417236328125,1349.0469970703125,1372.8834228515625,1023.6802368164062,1080.42236328125,1161.2193603515625,1047.391845703125,932.1517944335938,1258.7440185546875,1369.75537109375,1080.30029296875,1198.776123046875,1246.6029052734375,1130.3533935546875,1045.6669921875,1028.92822265625,1133.7498779296875,1189.4307861328125,1311.977294921875,1215.0076904296875,1035.256591796875,1095.9473876953125,1055.2352294921875,1375.23388671875,1093.4847412109375,1353.4423828125,1234.8743896484375,1025.8363037109375,1070.7359619140625,1148.1143798828125,1267.45556640625,1198.8446044921875,1030.9560546875,1172.976806640625,1000.3468017578125,1031.3232421875,1105.962890625,1166.4403076171875,1139.8720703125,1040.4122314453125,1045.9150390625,1054.31787109375,959.508544921875,1279.9117431640625,1051.47802734375,1052.7481689453125,1093.339599609375,1117.156494140625,1123.4404296875,1165.84619140625,1033.325927734375,1212.5753173828125,1106.2440185546875,1052.8668212890625,1298.83056640625,1204.1387939453125,1233.8109130859375,1175.5994873046875
Well_no_77,1360.08740234375,1325.2568359375,1228.4609375,1400.4708251953125,1404.5079345703125,1358.4873046875,1477.14697265625,1328.3759765625,1502.8682861328125,1385.83203125,1236.693359375,1332.1107177734375,1407.2628173828125,1268.8974609375,1431.92919921875,1364.0810546875,1298.786376953125,1330.6802978515625,1293.656005859375,1444.3997802734375,1432.804443359375,1388.894775390625,1300.7353515625,1371.6578369140625,1284.513671875,1600.0091552734375,1408.2279052734375,1432.7730712890625,1289.0694580078125,1415.0731201171875,1271.02880859375,1548.1097412109375,1363.970703125,1633.8690185546875,1324.9876708984375,1338.8555908203125,1308.1195068359375,1470.806884765625,1345.61181640625,1609.2598876953125,1372.2279052734375,1228.049072265625,1425.7255859375,1344.6175537109375,1354.507568359375,1294.0836181640625,1121.9437255859375,1329.2896728515625,1345.058837890625,1324.3907470703125,1385.6151123046875,1485.719970703125,1402.5015869140625,1230.1368408203125,1351.1109619140625,1380.9569091796875,1396.698486328125,1209.7486572265625,1349.7786865234375,1421.5098876953125,1344.3934326171875,1492.3145751953125,1546.1773681640625,1369.28076171875,1259.7469482421875,1488.339599609375,1328.360595703125,1339.932373046875,1560.3807373046875,1379.4140625,1465.6522216796875,1464.31298828125,1427.86279296875,1361.4827880859375,1488.90478515625,1459.543212890625,1360.3060302734375,1289.908447265625,1407.474609375,1317.146728515625,1159.7369384765625,1382.159423828125,1382.886474609375,1437.2618408203125,1259.468017578125,1463.6654052734375,1338.031005859375,1269.738525390625,1359.8687744140625,1268.4464111328125,1266.5594482421875,1302.602783203125,1332.0821533203125,1653.53369140625,1260.08154296875,1469.81201171875,1499.2003173828125,1229.14794921875,1322.37939453125,1347.5906982421875,1301.3197021484375
Well_no_78,1095.2865600585938,1207.793701171875,1122.077880859375,1160.6707763671875,1123.224609375,1200.5699462890625,940.7862548828125,965.7099609375,1237.6070556640625,1175.1298828125,979.0527954101562,1099.063720703125,959.6578979492188,1080.9111328125,973.337890625,1217.45751953125,1094.91796875,1082.760498046875,1185.9451904296875,1247.0894775390625,1006.7020874023438,1107.540771484375,1097.5035400390625,1262.5255126953125,1156.6529541015625,1095.6551513671875,1020.8045654296875,1355.3521728515625,1059.7503662109375,1170.977783203125,983.672119140625,1082.852783203125,940.4187622070312,1102.6181640625,1093.206298828125,1109.450439453125,1129.9385986328125,1035.69970703125,982.3284301757812,1030.423583984375,996.9055786132812,1013.7081298828125,1067.7076416015625,1169.057373046875,1221.6785888671875,1036.9364013671875,995.8875122070312,1062.4525146484375,1149.217529296875,1044.8016357421875,999.8955688476562,1281.5262451171875,1103.8934326171875,1071.952880859375,1109.4715576171875,1211.3543701171875,1134.12255859375,1005.7267456054688,998.5013427734375,1074.3780517578125,1211.99658203125,1355.036865234375,1222.658935546875,1035.195556640625,982.631103515625,1010.0073852539062,1224.32666015625,1004.045654296875,1297.7310791015625,1252.152587890625,1049.02490234375,1014.79736328125,1143.1483154296875,1254.308837890625,1122.3642578125,1003.7799072265625,1213.4405517578125,945.2653198242188,1056.78076171875,1080.4281005859375,983.5895385742188,1187.1988525390625,1018.12060546875,1083.6671142578125,1010.3927612304688,944.9580688476562,1258.5389404296875,944.3240356445312,1132.551513671875,1022.9354248046875,1107.766357421875,1067.0994873046875,1141.7344970703125,1037.2747802734375,1126.5882568359375,1087.5780029296875,1104.599853515625,1111.3514404296875,1107.74072265625,1180.208251953125,1178.7506103515625
Well_no_79,1403.9159545898438,1317.84326171875,1189.4041748046875,1333.2086181640625,1436.5067138671875,1649.676025390625,1436.9002685546875,1587.2467041015625,1629.25537109375,1386.03173828125,1247.981689453125,1415.37890625,1420.7218017578125,1307.9764404296875,1475.2161865234375,1374.5264892578125,1407.59814453125,1362.765380859375,1278.9517822265625,1460.6865234375,1407.2840576171875,1271.0693359375,1405.7408447265625,1338.391845703125,1806.7379150390625,1660.84814453125,1338.23828125,1868.3994140625,1372.7110595703125,1740.718994140625,1216.8665771484375,1668.08935546875,1355.17724609375,1527.429931640625,1313.998046875,1449.4281005859375,1268.7264404296875,1443.2799072265625,1748.0850830078125,1906.5953369140625,1499.9615478515625,1287.9423828125,1850.1385498046875,1353.7381591796875,1407.137939453125,1311.064453125,1207.199462890625,1217.5975341796875,1463.6229248046875,1438.07666015625,1417.8187255859375,1454.78857421875,1310.3846435546875,1441.3546142578125,1369.831298828125,1285.073974609375,1477.73095703125,1116.8341064453125,1512.264404296875,1393.5069580078125,1449.25146484375,1822.4805908203125,1768.414794921875,1349.9271240234375,1426.1695556640625,1489.962890625,1325.69970703125,1498.7894287109375,1842.7628173828125,1511.6094970703125,1492.903564453125,1445.5185546875,1365.34130859375,1393.7275390625,1365.153564453125,1329.647216796875,1402.091064453125,1335.0098876953125,1642.9930419921875,1294.1942138671875,1274.0789794921875,1325.1173095703125,1367.373046875,1382.294677734375,1256.107666015625,1457.71923828125,1393.6749267578125,1221.9737548828125,1451.2945556640625,1325.065673828125,1409.266357421875,1371.7244873046875,1427.532470703125,1754.3895263671875,1293.8218994140625,1540.43310546875,1636.7220458984375,1188.983642578125,1306.7703857421875,1316.9169921875,1361.322021484375
Well_no_80,721.0558471679688,695.2640380859375,638.0571899414062,841.9912109375,857.8717041015625,602.5823974609375,726.9288330078125,914.2185668945312,843.0472412109375,809.0527954101562,672.6669311523438,645.22265625,741.7013549804688,646.1062622070312,758.7653198242188,802.4912719726562,854.0319213867188,717.9808349609375,729.9562377929688,741.700927734375,677.7345581054688,862.8280639648438,748.6043701171875,636.2700805664062,897.57763671875,811.0126342773438,667.2208862304688,660.9431762695312,793.2838134765625,602.9328002929688,781.7323608398438,701.2374877929688,664.867919921875,641.7717895507812,610.0564575195312,718.01220703125,724.8321533203125,672.6207275390625,625.7815551757812,602.3195190429688,685.83447265625,625.617919921875,605.6032104492188,770.554931640625,662.4407958984375,722.0934448242188,704.3555297851562,654.9161376953125,634.9423217773438,801.7899780273438,721.1817016601562,759.453369140625,648.2179565429688,783.73583984375,651.2001953125,646.7720947265625,778.849609375,913.657470703125,830.7078857421875,723.3115844726562,841.3201293945312,646.0262451171875,661.8670654296875,747.165771484375,819.6532592773438,809.6520385742188,808.8583374023438,866.340087890625,602.1719970703125,661.8394775390625,816.196044921875,696.4278564453125,806.918212890625,724.3469848632812,639.94677734375,716.745361328125,649.498291015625,745.5365600585938,720.9299926757812,819.3464965820312,792.5654907226562,727.608154296875,770.0466918945312,796.5709838867188,672.1481323242188,783.2257080078125,710.9158935546875,625.3157958984375,773.6774291992188,784.417236328125,569.2763671875,701.3302612304688,659.8724365234375,723.8177490234375,781.3139038085938,618.728759765625,703.118408203125,695.44384765625,691.8961791992188,777.316650390625,687.6524047851562
Well_no_81,776.2330017089844,925.6491088867188,710.9534912109375,788.5934448242188,776.9813232421875,748.4761352539062,872.4953002929688,699.6473388671875,700.595458984375,659.3513793945312,749.1806030273438,788.3237915039062,627.6494750976562,789.3151245117188,848.2426147460938,852.5046997070312,731.5813598632812,752.40234375,934.3873901367188,798.9688110351562,847.240966796875,811.9280395507812,720.052734375,918.7347412109375,892.7752685546875,720.5259399414062,772.6549682617188,741.6581420898438,761.281494140625,805.8772583007812,745.1495361328125,723.3483276367188,677.429443359375,867.444580078125,721.53564453125,720.029296875,744.3276977539062,726.697021484375,739.1845703125,769.1429443359375,865.4540405273438,787.97265625,702.1763305664062,921.8114013671875,811.3610229492188,726.027099609375,917.3054809570312,758.1167602539062,726.3651123046875,800.34033203125,855.8681030273438,738.1676635742188,814.1027221679688,761.4921875,698.407470703125,814.3622436523438,808.798095703125,800.3959350585938,797.9625244140625,808.1347045898438,683.465087890625,760.39599609375,730.7052612304688,731.0018920898438,807.4102783203125,915.601806640625,828.0958862304688,882.4984130859375,745.46728515625,867.4658203125,818.7179565429688,705.8252563476562,831.65087890625,764.998291015625,742.6455078125,839.7439575195312,738.0623168945312,813.0363159179688,716.784912109375,709.9592895507812,673.4508056640625,775.4846801757812,772.4419555664062,969.2412109375,785.4298095703125,911.6885986328125,827.5250854492188,727.3516845703125,799.7384643554688,773.2586669921875,1009.8085327148438,847.5286865234375,756.3118896484375,799.2205810546875,683.784912109375,853.03125,729.7665405273438,839.6307983398438,716.7611083984375,911.9182739257812,788.714111328125
Well_no_82,1138.6973876953125,1138.5234375,1289.957763671875,1391.0506591796875,1119.7725830078125,1325.4093017578125,1155.39208984375,969.9157104492188,1114.38916015625,1219.42529296875,1014.3447265625,1162.57861328125,986.9830932617188,1075.2547607421875,948.8057250976562,1149.9249267578125,1138.871337890625,1146.72998046875,1191.4639892578125,1307.43408203125,946.4496459960938,1095.974609375,1083.0052490234375,1435.2890625,1118.9864501953125,966.8629760742188,1080.580810546875,1357.7657470703125,1067.908447265625,1261.9898681640625,1070.5631103515625,1083.2275390625,951.2743530273438,1169.71875,1139.9422607421875,1040.0953369140625,1022.3287963867188,1192.69287109375,1141.1163330078125,1008.9749145507812,1185.45458984375,1053.876708984375,1178.243408203125,1300.95703125,1234.8697509765625,1114.80712890625,1191.689208984375,1111.8046875,1033.421875,1130.0677490234375,957.4470825195312,1248.4490966796875,1079.839599609375,1059.629150390625,1251.4068603515625,1196.884521484375,1164.3150634765625,1066.42333984375,1050.4678955078125,1265.718505859375,1200.2559814453125,1379.73193359375,1304.4193115234375,984.5962524414062,1080.3236083984375,1528.6180419921875,1153.82958984375,1100.36767578125,1246.4556884765625,1298.1431884765625,1292.7796630859375,934.2120361328125,1161.1065673828125,1292.3533935546875,1322.3800048828125,1023.2554931640625,1204.340087890625,1131.512451171875,1102.528076171875,1204.0140380859375,1150.7098388671875,1119.8404541015625,1012.7459716796875,1085.2598876953125,1232.1953125,1002.90966796875,1168.8193359375,1101.500732421875,986.7432250976562,1024.91259765625,1137.69287109375,1156.3653564453125,1143.3504638671875,1050.83837890625,1142.119140625,1000.3358154296875,1127.9554443359375,1091.1968994140625,1154.49560546875,1153.93603515625,1232.250244140625
Well_no_83,1031.0645141601562,1138.6005859375,1125.0596923828125,1116.66796875,1031.304931640625,1167.2857666015625,1008.1748657226562,877.9534912109375,1120.012939453125,1115.954833984375,939.6714477539062,1037.7247314453125,946.0069580078125,1054.1248779296875,891.6863403320312,933.569091796875,1014.970703125,1091.717041015625,1128.3135986328125,1125.270751953125,986.0590209960938,952.406005859375,1024.2940673828125,1208.4326171875,1141.37451171875,920.9638671875,994.20458984375,1307.857421875,1003.1113891601562,1062.047607421875,937.9392700195312,1064.5537109375,838.0379028320312,1059.2381591796875,1005.798583984375,988.7734985351562,993.857177734375,1035.792724609375,1016.38720703125,1044.697998046875,1039.4371337890625,1030.8240966796875,1028.39697265625,1111.99560546875,1157.7425537109375,1050.7469482421875,968.5748901367188,1000.4732055664062,1025.5440673828125,936.431884765625,969.7396240234375,1146.3873291015625,952.1925048828125,968.6219482421875,1122.1522216796875,1187.3660888671875,1022.461181640625,955.3995361328125,916.5186157226562,1152.7596435546875,1084.626953125,1340.6102294921875,1158.00341796875,996.8314208984375,980.805908203125,1041.244384765625,1120.2950439453125,911.3670043945312,1241.5992431640625,1189.879150390625,1025.3175048828125,887.9197998046875,1145.533935546875,1207.374755859375,1089.752685546875,952.7943725585938,1194.1719970703125,876.3954467773438,985.010009765625,1002.4940795898438,1009.2649536132812,1104.65234375,956.336181640625,995.1334228515625,1064.740966796875,856.9068603515625,1142.2225341796875,1051.60302734375,968.0917358398438,938.0626831054688,1066.260498046875,946.8607788085938,1048.56640625,964.5933227539062,1011.4586791992188,1084.363525390625,1109.691162109375,977.767333984375,1089.3936767578125,1044.8978271484375,1193.6729736328125
