Well_ID,"Prediction, MSTB","R1, MSTB","R2, MSTB","R3, MSTB","R4, MSTB","R5, MSTB","R6, MSTB","R7, MSTB","R8, MSTB","R9, MSTB","R10, MSTB","R11, MSTB","R12, MSTB","R13, MSTB","R14, MSTB","R15, MSTB","R16, MSTB","R17, MSTB","R18, MSTB","R19, MSTB","R20, MSTB","R21, MSTB","R22, MSTB","R23, MSTB","R24, MSTB","R25, MSTB","R26, MSTB","R27, MSTB","R28, MSTB","R29, MSTB","R30, MSTB","R31, MSTB","R32, MSTB","R33, MSTB","R34, MSTB","R35, MSTB","R36, MSTB","R37, MSTB","R38, MSTB","R39, MSTB","R40, MSTB","R41, MSTB","R42, MSTB","R43, MSTB","R44, MSTB","R45, MSTB","R46, MSTB","R47, MSTB","R48, MSTB","R49, MSTB","R50, MSTB","R51, MSTB","R52, MSTB","R53, MSTB","R54, MSTB","R55, MSTB","R56, MSTB","R57, MSTB","R58, MSTB","R59, MSTB","R60, MSTB","R61, MSTB","R62, MSTB","R63, MSTB","R64, MSTB","R65, MSTB","R66, MSTB","R67, MSTB","R68, MSTB","R69, MSTB","R70, MSTB","R71, MSTB","R72, MSTB","R73, MSTB","R74, MSTB","R75, MSTB","R76, MSTB","R77, MSTB","R78, MSTB","R79, MSTB","R80, MSTB","R81, MSTB","R82, MSTB","R83, MSTB","R84, MSTB","R85, MSTB","R86, MSTB","R87, MSTB","R88, MSTB","R89, MSTB","R90, MSTB","R91, MSTB","R92, MSTB","R93, MSTB","R94, MSTB","R95, MSTB","R96, MSTB","R97, MSTB","R98, MSTB","R99, MSTB","R100, MSTB"
Well_no_74,732.5002642822266,725.6815185546875,711.325439453125,760.7921752929688,916.5830688476562,764.0552368164062,814.812255859375,728.3684692382812,634.2864990234375,727.0558471679688,772.9413452148438,762.033203125,697.0681762695312,777.65576171875,708.8394775390625,810.0723876953125,645.4982299804688,667.8756713867188,726.0990600585938,704.2129516601562,791.3204956054688,719.3630981445312,769.3370971679688,727.3001098632812,743.465576171875,690.6845092773438,857.185302734375,749.9630126953125,659.0580444335938,754.7791748046875,623.0537719726562,683.1688842773438,713.1759033203125,663.8173217773438,709.2418212890625,731.5366821289062,710.9270629882812,714.3153076171875,733.7872314453125,659.0900268554688,722.1430053710938,672.0989990234375,808.8806762695312,707.1488647460938,714.5131225585938,783.0801391601562,712.5698852539062,708.6900634765625,761.9751586914062,709.0670166015625,756.5557861328125,707.4537353515625,713.9003295898438,762.0224609375,713.349365234375,777.1636352539062,704.2203979492188,710.6550903320312,712.6456298828125,736.0236206054688,711.3028564453125,779.6323852539062,726.1845703125,700.56787109375,790.8589477539062,718.9849243164062,789.377685546875,769.0185546875,741.622802734375,731.95849609375,722.7208251953125,718.87646484375,758.930908203125,697.8456420898438,767.18408203125,710.52587890625,707.1591186523438,677.2915649414062,698.1495361328125,706.647216796875,772.852294921875,736.3845825195312,739.619140625,823.0078125,786.4151000976562,808.9343872070312,717.4805297851562,759.17431640625,722.673583984375,707.1375732421875,789.9992065429688,738.5001831054688,705.2467651367188,715.6171264648438,690.2638549804688,778.87841796875,687.2266845703125,686.7537841796875,716.15966796875,767.580322265625,721.2965698242188
Well_no_75,598.2597326660157,580.5302124023438,720.488525390625,559.4310913085938,929.4189453125,566.2018432617188,639.18798828125,536.9149169921875,573.2658081054688,531.3372802734375,585.15478515625,620.788818359375,593.1560668945312,617.2462768554688,672.9569091796875,693.1935424804688,581.2547607421875,557.3233032226562,563.5151977539062,596.420166015625,600.5407104492188,585.0687255859375,635.4222412109375,666.870361328125,570.8662719726562,562.4224243164062,808.3341064453125,535.2103271484375,584.224365234375,582.8450317382812,537.997802734375,566.9913330078125,553.5489501953125,610.7847290039062,586.1436767578125,552.2056274414062,550.7500610351562,584.4398193359375,563.5061645507812,598.128662109375,571.3046264648438,547.1482543945312,637.3345336914062,506.275634765625,559.929931640625,555.7879638671875,566.5216064453125,616.2633056640625,660.730712890625,566.9060668945312,626.5553588867188,604.1381225585938,574.0245971679688,580.0711669921875,630.35498046875,619.5073852539062,616.3526000976562,535.0965576171875,614.8043212890625,514.9456787109375,579.238037109375,630.4203491210938,649.97509765625,640.359375,584.6935424804688,573.0070190429688,659.870361328125,582.5904541015625,589.594482421875,535.6828002929688,624.9757080078125,563.7066650390625,645.2313842773438,544.48779296875,681.9727172851562,638.0565795898438,550.30712890625,537.53173828125,537.5618286132812,556.6307983398438,551.8687133789062,588.5589599609375,614.957275390625,695.2846069335938,645.6141357421875,637.0485229492188,577.9205322265625,637.0584716796875,564.6456909179688,562.2271118164062,629.1163330078125,611.6212768554688,596.0694580078125,557.7254028320312,597.9149169921875,707.0400390625,564.613525390625,565.7686157226562,638.4004516601562,541.906005859375,576.578125
Well_no_76,1173.3840002441407,1287.8555908203125,967.7724609375,1239.1441650390625,1302.5245361328125,1290.7166748046875,1072.6339111328125,1295.64111328125,1308.7088623046875,1312.9248046875,1338.152099609375,1361.7386474609375,982.3814697265625,1216.5721435546875,1109.473876953125,1170.7291259765625,1130.50830078125,1047.2919921875,1065.81640625,1094.07763671875,1162.1690673828125,1199.181640625,999.0856323242188,1190.9677734375,1243.9766845703125,1316.047607421875,984.0150756835938,1242.198486328125,1151.8302001953125,1207.4083251953125,1206.2342529296875,1247.971923828125,973.8104248046875,1029.6761474609375,1214.0775146484375,1342.404052734375,1117.831787109375,1081.6162109375,1232.897216796875,1433.2374267578125,1228.0628662109375,1132.17578125,1188.21533203125,1378.26708984375,968.2998046875,1026.62060546875,1098.87939453125,1026.946044921875,1412.114013671875,1163.4017333984375,1151.351806640625,1618.5137939453125,1100.4530029296875,1053.4830322265625,1219.431884765625,1141.0263671875,1586.828857421875,1000.1664428710938,1225.4307861328125,1375.33544921875,1252.7462158203125,1022.0767211914062,1022.2584228515625,1160.7799072265625,1130.931396484375,1188.885009765625,1010.8056640625,1277.8148193359375,1175.4476318359375,1141.74609375,1047.90087890625,1351.0267333984375,1139.7103271484375,1013.176025390625,1047.0555419921875,1021.9847412109375,1312.446533203125,1221.08544921875,1311.068115234375,1180.903564453125,1080.2664794921875,1165.548828125,1167.210205078125,1169.45068359375,1015.853759765625,1224.4398193359375,1168.1448974609375,1055.2352294921875,1219.68505859375,1264.9766845703125,931.3693237304688,1047.899169921875,1318.21875,1101.64208984375,1195.95361328125,1018.5359497070312,1182.0216064453125,1198.873291015625,1208.724365234375,1185.5845947265625,1122.6104736328125
Well_no_77,1362.8012927246093,1437.8514404296875,1188.117919921875,1305.7972412109375,1466.4317626953125,1353.529296875,1320.5115966796875,1646.6915283203125,1466.027587890625,1349.428955078125,1357.52978515625,1434.7142333984375,1323.75830078125,1309.7476806640625,1427.7896728515625,1584.1558837890625,1362.95166015625,1313.8602294921875,1294.7559814453125,1347.2681884765625,1305.1805419921875,1385.8349609375,1297.1131591796875,1317.7474365234375,1360.1275634765625,1465.929443359375,1375.4732666015625,1409.8065185546875,1224.1571044921875,1338.5406494140625,1356.32666015625,1360.6212158203125,1465.7669677734375,1468.2884521484375,1565.7796630859375,1319.326416015625,1385.965576171875,1288.3271484375,1329.7176513671875,1339.48876953125,1356.1153564453125,1283.7647705078125,1361.3258056640625,1374.9111328125,1198.88720703125,1458.5296630859375,1229.7257080078125,1262.1751708984375,1310.0362548828125,1340.122802734375,1596.4580078125,1300.626708984375,1488.0296630859375,1426.386962890625,1384.0323486328125,1343.3804931640625,1223.0662841796875,1418.11083984375,1360.7489013671875,1324.3426513671875,1379.723876953125,1407.3355712890625,1344.1123046875,1377.3492431640625,1330.2164306640625,1312.0584716796875,1240.2564697265625,1352.001953125,1260.61767578125,1409.7596435546875,1274.20263671875,1383.9879150390625,1455.77685546875,1403.9757080078125,1342.1591796875,1387.69140625,1211.7166748046875,1290.93603515625,1415.7767333984375,1354.497802734375,1351.7554931640625,1331.0494384765625,1362.002197265625,1386.2083740234375,1388.538330078125,1371.29736328125,1229.2021484375,1488.339599609375,1325.9033203125,1379.248291015625,1357.9063720703125,1260.9595947265625,1473.2874755859375,1412.2716064453125,1412.380615234375,1627.421142578125,1317.6126708984375,1249.7213134765625,1300.64697265625,1396.9276123046875,1232.0819091796875
Well_no_78,1114.6289868164063,1130.7303466796875,1033.5133056640625,1067.12060546875,1235.9273681640625,1205.0745849609375,1039.1842041015625,1293.51953125,1309.13916015625,1100.4056396484375,1089.5347900390625,1281.9814453125,995.6663208007812,1080.2314453125,1034.9154052734375,1132.3912353515625,1119.0020751953125,1131.49755859375,1025.93603515625,1059.3270263671875,1145.243408203125,1017.5155029296875,996.2160034179688,1174.889892578125,1156.98828125,1179.3406982421875,978.4797973632812,1186.752685546875,1019.7643432617188,1131.572998046875,1214.6776123046875,1194.9447021484375,978.9751586914062,992.4356689453125,1170.6632080078125,1223.947265625,1021.2109985351562,1076.234619140625,1110.324951171875,1263.4822998046875,1264.576904296875,1129.8743896484375,1129.547607421875,1170.158447265625,1027.95751953125,1026.4227294921875,1096.0770263671875,1161.950439453125,1273.212890625,1091.4434814453125,1079.81396484375,1149.545654296875,1124.8116455078125,1045.2906494140625,1239.91748046875,1009.8599853515625,1056.227294921875,1040.38232421875,1152.79638671875,1162.1845703125,1222.927490234375,1037.50830078125,1002.8756103515625,1143.964111328125,1145.53955078125,1207.6004638671875,993.8350830078125,1195.89111328125,1188.630615234375,1209.5299072265625,1010.351318359375,1075.79736328125,997.681640625,1043.597412109375,1032.145751953125,999.855712890625,1099.760009765625,1035.5213623046875,1260.6895751953125,1148.5252685546875,1114.0880126953125,1207.95556640625,1188.557373046875,1158.3681640625,1016.611328125,1180.404541015625,1070.0843505859375,1010.0073852539062,1177.015380859375,1191.208251953125,1004.880859375,1025.8294677734375,1245.630126953125,990.9307250976562,1187.039306640625,990.03271484375,1145.7611083984375,1108.0704345703125,1173.7947998046875,1118.8453369140625,1074.7462158203125
Well_no_79,1427.4555725097657,1311.48291015625,1458.1424560546875,1331.78857421875,1482.5693359375,1295.845947265625,1372.9837646484375,1614.3314208984375,1392.65185546875,1264.240478515625,1313.206787109375,1647.9334716796875,1354.9307861328125,1283.4124755859375,1446.04931640625,1575.28076171875,1457.8525390625,1407.10107421875,1408.5762939453125,1407.79296875,1252.1558837890625,1284.63525390625,1397.6217041015625,1457.05712890625,1406.6878662109375,1357.0479736328125,1405.411376953125,1542.8565673828125,1290.2156982421875,1350.125732421875,1356.837646484375,1409.972900390625,1467.06982421875,1469.9256591796875,1556.482421875,1322.537109375,1382.128173828125,1377.0390625,1374.0308837890625,1359.60791015625,1525.21630859375,1383.491943359375,1430.664306640625,1373.093017578125,1254.73974609375,1374.8685302734375,1401.2034912109375,1427.5384521484375,1325.0052490234375,1421.688720703125,1700.382568359375,1345.4227294921875,1580.0723876953125,1436.8409423828125,1847.3917236328125,1423.4599609375,1239.361328125,1377.1162109375,1435.9228515625,1317.043701171875,1375.54345703125,1743.8856201171875,1392.9263916015625,1385.0380859375,1458.922607421875,1411.39208984375,1266.2784423828125,1376.009033203125,1270.41455078125,1588.8115234375,1268.7977294921875,1394.1859130859375,1479.4263916015625,1637.8363037109375,1378.557373046875,1417.1614990234375,1293.1312255859375,1343.0250244140625,1651.6593017578125,1442.0550537109375,1356.753662109375,1336.094970703125,1413.615966796875,1580.1064453125,1437.2685546875,1501.7972412109375,1299.87353515625,1489.962890625,1515.363037109375,1765.690673828125,1417.428466796875,1268.7481689453125,1560.109619140625,1787.6629638671875,1440.1956787109375,1923.4395751953125,1454.0950927734375,1506.7353515625,1393.668701171875,1229.7816162109375,1225.9632568359375
Well_no_80,717.992119140625,757.0433959960938,753.8929443359375,644.2742309570312,876.4717407226562,635.1515502929688,953.9906616210938,635.1843872070312,724.7896728515625,649.4932250976562,851.4694213867188,665.4155883789062,800.8378295898438,863.21484375,733.6519775390625,779.3701171875,697.0778198242188,807.9711303710938,623.3262939453125,626.8462524414062,701.2648315429688,727.7314453125,868.2630615234375,730.7630004882812,643.986572265625,669.5643920898438,852.7970581054688,639.7294921875,733.8145751953125,782.209716796875,609.7064208984375,651.8358154296875,628.7681884765625,759.6859130859375,636.5958862304688,619.2518920898438,640.6303100585938,653.6851806640625,713.6301879882812,649.77294921875,667.860107421875,592.2348022460938,739.1211547851562,627.4191284179688,760.7382202148438,689.5355834960938,612.5174560546875,741.952880859375,737.88427734375,721.2406616210938,838.0404663085938,683.6771850585938,761.9150390625,667.5213623046875,720.3623046875,818.4119873046875,721.0104370117188,626.9076538085938,752.4273071289062,784.0313720703125,636.3271484375,692.4552612304688,746.9257202148438,752.3297119140625,783.1163940429688,702.2429809570312,863.6622314453125,823.1909790039062,770.759765625,623.128173828125,648.0748901367188,803.5368041992188,706.0872192382812,623.802001953125,765.5907592773438,732.4403076171875,724.9844970703125,612.8016357421875,587.3160400390625,686.974365234375,789.2156372070312,630.9789428710938,781.3978271484375,815.065673828125,947.7945556640625,878.5826416015625,646.617919921875,809.6520385742188,746.1478881835938,597.2527465820312,819.6355590820312,675.8350219726562,678.897216796875,669.3369750976562,700.5586547851562,720.5138549804688,671.9494018554688,706.5216064453125,707.1138916015625,585.1542358398438,677.2733764648438
Well_no_81,794.4404260253906,727.7910766601562,827.4798583984375,815.890625,965.9479370117188,834.093505859375,865.936767578125,735.6965942382812,752.060791015625,756.1400146484375,750.4806518554688,763.9157104492188,677.8357543945312,739.87646484375,614.919677734375,868.0604858398438,894.0237426757812,747.325927734375,830.1046142578125,657.4737548828125,924.4835815429688,699.9808959960938,834.0109252929688,875.3065795898438,717.8840942382812,735.7625732421875,891.32080078125,731.203857421875,647.6747436523438,749.4205322265625,777.725830078125,863.364990234375,731.517822265625,920.3812866210938,777.698486328125,815.9710693359375,751.6224975585938,797.40234375,730.4032592773438,953.9817504882812,748.35791015625,823.8936767578125,740.3408203125,755.8627319335938,750.6229248046875,835.3272705078125,925.4725341796875,833.0648803710938,776.2277221679688,717.1427612304688,726.8993530273438,836.7939453125,762.4147338867188,942.3001708984375,759.5645751953125,803.900634765625,837.4554443359375,751.5383911132812,915.9166259765625,794.9990234375,741.3450927734375,754.3919067382812,697.2034912109375,953.3553466796875,774.9021606445312,788.5726318359375,827.8065795898438,830.4210205078125,759.6126708984375,819.7855224609375,734.98681640625,691.5142822265625,872.1902465820312,712.3135375976562,800.5380859375,773.2388916015625,802.136474609375,718.2225952148438,754.4920654296875,741.9699096679688,790.2068481445312,742.5791015625,792.50390625,768.0797729492188,940.14404296875,897.645751953125,776.0159301757812,915.601806640625,739.1160888671875,800.5485229492188,807.1010131835938,891.4623413085938,832.0952758789062,705.2296752929688,844.639892578125,822.6044921875,832.26025390625,907.115234375,827.0328979492188,738.5264892578125,734.2659301757812
Well_no_82,1135.9400177001953,1031.1492919921875,930.2401733398438,1191.287109375,1312.88330078125,1169.75732421875,1024.3701171875,1276.9290771484375,1213.00830078125,1129.106201171875,1167.6778564453125,1222.9119873046875,906.9356689453125,1019.931884765625,1130.792236328125,1161.9849853515625,1154.22265625,1096.7974853515625,1173.0946044921875,1096.69970703125,1221.111572265625,1108.929443359375,1023.0119018554688,1211.95703125,1008.7173461914062,936.2451171875,1021.0410766601562,1182.94140625,1110.65478515625,1221.638671875,1209.216064453125,1256.0322265625,1077.71533203125,1191.2237548828125,1205.26220703125,1246.55419921875,1164.3658447265625,1056.780029296875,1106.5498046875,1194.017578125,1332.8565673828125,1103.70068359375,989.9615478515625,1191.4940185546875,1208.70849609375,1128.0252685546875,1168.85498046875,1229.9566650390625,989.5858764648438,1077.2191162109375,1114.493896484375,1146.120849609375,1033.065185546875,1076.0260009765625,1119.6041259765625,950.1304931640625,1069.4554443359375,1016.5222778320312,1145.707275390625,1168.3616943359375,1178.95263671875,1182.08642578125,1050.3861083984375,1369.39794921875,1146.5650634765625,1141.1451416015625,1032.6678466796875,1228.7164306640625,1113.257080078125,1159.2869873046875,1113.459716796875,979.4669189453125,1060.6065673828125,1069.9886474609375,1048.5955810546875,1072.172607421875,1068.8681640625,1164.58447265625,1040.8499755859375,1174.5257568359375,1174.4830322265625,1185.7257080078125,1288.09521484375,1239.52490234375,998.5147094726562,1173.111328125,1113.7529296875,1528.6180419921875,1430.79736328125,1293.302734375,863.0728759765625,1117.8504638671875,1249.3800048828125,1125.34033203125,1058.7584228515625,1065.4912109375,1252.1239013671875,1115.3360595703125,1332.66796875,1111.8197021484375,1057.0589599609375
Well_no_83,1047.1115020751954,1006.9093017578125,936.357421875,1024.57861328125,1147.6258544921875,1061.75244140625,912.654296875,1244.3172607421875,1138.807861328125,1048.50244140625,1057.0634765625,1233.830078125,946.1145629882812,949.9682006835938,948.231689453125,1004.0277709960938,1087.5421142578125,1043.86181640625,1025.13134765625,1022.4087524414062,1035.3712158203125,982.0530395507812,983.9905395507812,1102.3846435546875,965.6464233398438,1016.5348510742188,864.4889526367188,1133.3118896484375,993.3325805664062,1116.34423828125,1129.4359130859375,1157.0260009765625,949.2955932617188,1017.5169677734375,1113.287109375,1165.8111572265625,1019.082275390625,1023.5964965820312,1063.369140625,1236.756103515625,1232.53271484375,1116.6407470703125,1007.773193359375,1128.628662109375,1128.847412109375,985.5485229492188,1076.23095703125,1108.1282958984375,909.3648071289062,1072.4571533203125,1021.5487060546875,1093.336669921875,945.9046020507812,1024.0196533203125,1048.70556640625,813.7160034179688,1007.840087890625,968.5999145507812,1102.57373046875,1070.2314453125,1201.602783203125,1056.3170166015625,910.0993041992188,1129.4927978515625,1005.00048828125,1079.0455322265625,934.6904296875,1146.2381591796875,1030.95947265625,1153.3358154296875,1006.21875,958.8236083984375,946.224853515625,983.0387573242188,943.083251953125,1001.0808715820312,1083.00146484375,1041.8319091796875,1157.5694580078125,1059.124755859375,1066.7796630859375,1144.6851806640625,1130.488525390625,1056.6181640625,967.74560546875,1023.7433471679688,1128.49462890625,1041.244384765625,1186.0946044921875,1154.3804931640625,933.670654296875,965.7998046875,1184.8995361328125,1043.854736328125,1067.556396484375,888.3717041015625,1154.2713623046875,966.3466186523438,1135.66845703125,980.5590209960938,892.1485595703125
